player	player_id	position	team_name	player_game_count	avg_depth_of_target	avoided_tackles	caught_percent	contested_catch_rate	contested_receptions	contested_targets	declined_penalties	drop_rate	drops	first_downs	franchise_id	fumbles	grades_hands_drop	grades_hands_fumble	grades_offense	grades_pass_block	grades_pass_route	inline_rate	inline_snaps	interceptions	longest	pass_block_rate	pass_blocks	pass_plays	penalties	receptions	route_rate	routes	slot_rate	slot_snaps	targeted_qb_rating	targets	touchdowns	wide_rate	wide_snaps	yards	yards_after_catch	yards_after_catch_per_reception	yards_per_reception	yprr
Andre Crawley	150502	WR	MORGAN ST	10	7.1	2	52.2	25	1	4	0	0	0	5	235	0	82.2	70.1	51.4	68.1	52.5	2.5	6	3	38	0.4	1	241	1	12	93.4	225	88.4	213	32.1	23	0	4.6	11	144	73	6.1	12	0.64
Tom Loeffler	111445	HB	STTHOM	9	-0.4	6	78.3	0	0	1	0	5.3	1	4	1129	0	72.8	61.9	65.1	52.4	76.5	3.1	4	0	19	32	41	128	0	18	65.6	84	7.8	10	92.8	23	0	0.8	1	144	165	9.2	8	1.71
Miles Reed	52077	HB	STF AUSTIN	10	0	3	60.9	0	0	1	0	17.6	3	4	301	1	43.3	82	73.7	19	38.6	0	0	0	23	5.7	14	245	0	14	92.7	227	1.6	4	69.5	23	0	0	0	92	94	6.7	6.6	0.41
Roger McCuller	102451	HB	INCAR WORD	10	4.1	1	65.2	0	0	1	0	21.1	4	10	189	0	36.7	69.5	59.4	45.4	64.2	51.2	103	0	16	21.4	43	201	2	15	75.6	152	15.4	31	120.5	23	3	2.5	5	135	138	9.2	9	0.89
Wesley Roberts	134739	WR	SE MO ST	11	18.9	0	21.7	50	1	2	0	16.7	1	3	293	0	49.8	65.7	50.4		51.1	0	0	1	24	0	0	120	2	5	98.3	118	10.8	13	21.5	23	0	89.2	107	62	4	0.8	12.4	0.53
Christian Spugnardi	149277	TE	BUCKNELL	10	3.3	0	65.2	66.7	2	3	0	16.7	3	3	125	1	45.6	23.5	34.7	35	37.9	82.4	216	0	9	24	63	262	1	15	73.7	193	12.6	33	84.7	23	1	4.6	12	76	28	1.9	5.1	0.39
Que'shaun Byrd	64820	HB	BETH COOK	11	-0.9	6	73.9		0	0	0	15	3	2	119	1	51	68.1	69.6	48	44.4	0	0	0	19	30.2	75	248	0	17	66.9	166	12.1	30	76.2	23	0	0	0	52	94	5.5	3.1	0.31
Tanner Taula	66715	TE	ILL STATE	10	6.3	1	43.5	100	1	1	0	16.7	2	3	188	0	47.1	67.9	51.5	64.4	46.1	66.5	121	2	24	6.6	12	182	0	10	89	162	32.4	59	15.9	23	0	1.1	2	76	26	2.6	7.6	0.47
Josh Babicz	66716	TE	N DAK ST	15	16.7	1	52.2	25	1	4	0	7.7	1	10	250	0	66.1	68.9	70.1	67.7	61.8	73.7	154	2	55	11	23	209	1	12	86.1	180	15.8	33	94.9	23	4	7.2	15	254	107	8.9	21.2	1.41
Dominic Carlucci	109342	TE	STETSON	10	4.8	3	65.2	33.3	1	3	0	6.3	1	7	302	1	70.9	24.1	60.9	62	61.9	64.3	110	0	32	25.7	44	171	2	15	70.8	121	35.1	60	77.6	23	0	0	0	117	95	6.3	7.8	0.97
Dale Chesson	109598	WR	DARTMOUTH	5	7.1	2	91.3		0	0	0	0	0	12	148	0	86.3	73.3	78.4		79.3	0	0	0	35	0	0	86	0	21	98.8	85	19.8	17	142.6	23	2	80.2	69	259	148	7	12.3	3.05
Josh Trueheart	55336	TE	TENN STATE	11	8.4	2	50	40	2	5	0	15.4	2	6	308	1	51.7	21.4	46.5	65.9	46.9	74.9	191	0	35	18	46	255	2	11	78	199	15.7	40	84.3	22	1	5.1	13	134	65	5.9	12.2	0.67
Haven Montefalco	109385	TE	HARVARD	10	10.2	2	59.1	28.6	2	7	0	0	0	8	179	0	82.7	68.7	52.8	77.5	57.2	34.6	74	1	40	6.1	13	214	2	13	89.7	192	59.3	127	61.6	22	0	4.2	9	154	50	3.8	11.8	0.8
Damonta Witherspoon	138062	HB	MURRAY ST	11	-0.2	6	81.8		0	0	0	5.3	1	7	236	0	72.8	77.7	79.3	68.2	72	0	0	0	32	20.6	41	199	4	18	73.9	147	2	4	114	22	1	3.5	7	170	179	9.9	9.4	1.16
Cee Jay Powell	42146	WR	MCNEESE	6	11.8	2	63.6	42.9	3	7	0	0	0	11	217	0	83.3	71.9	72.7		73.6	0	0	0	33	0	0	101	0	14	97	98	8.9	9	103.6	22	1	91.1	92	176	46	3.3	12.6	1.8
Kierre Crossley	34090	HB	ARKAPB	10	-0.6	7	59.1	100	1	1	0	18.8	3	5	112	1	41.1	52.4	59.7	25.8	47.8	0	0	0	23	35.2	92	261	1	13	59.4	155	2.3	6	70.5	22	0	8	21	101	121	9.3	7.8	0.65
Donovan White	105036	TE	PRVIEW A&M	12	4.5	12	72.7	66.7	2	3	0	11.1	2	8	270	1	58.6	24.1	62	70.7	80.3	92.5	99	2	34	11.2	12	107	2	16	85	91	7.5	8	90.7	22	2	0	0	188	115	7.2	11.8	2.07
Iaan Cousin	104816	HB	KENNESAW	13	18.3	0	68.2	100	1	1	2	6.3	1	13	200	0	69.9	82	76.6	67.9	83.2	5	6	1	55	0.8	1	119	4	15	94.1	112	31.1	37	122.3	22	2	9.2	11	362	96	6.4	24.1	3.23
Jordan Bonner	84382	WR	ELON	10	10	2	63.6	100	2	2	1	17.6	3	8	162	1	43.3	22.8	53.9		54.7	0	0	2	30	0	0	151	1	14	97.4	147	11.3	17	47	22	0	88.7	134	157	62	4.4	11.2	1.07
Judd Cockett	61671	WR	SO UTAH	4	4.5	3	68.2	25	1	4	0	11.8	2	4	298	1	58.8	39.3	54.6		52.5	0	0	1	24	0	0	75	0	15	89.3	67	76	57	65.5	22	0	24	18	135	78	5.2	9	2.01
Kendric Johnson	60839	TE	ALAB A&M	8	7.1	2	63.6	0	0	2	0	12.5	2	9	104	0	55.5	69	55.4	34.8	59.4	42.5	96	1	32	26.1	59	226	3	14	70.4	159	20.4	46	105.9	22	2	13.3	30	208	109	7.8	14.9	1.31
Antwoine Ware	136926	WR	TARLETON	9	9.6	1	63.6	75	3	4	0	12.5	2	8	401	0	57.3	69.2	70.3		68.3	0	0	0	33	0	0	128	0	14	96.1	123	97.7	125	87.3	22	0	2.3	3	170	63	4.5	12.1	1.38
Joshua Knight	87664	WR	ALABAMA ST	9	5.6	2	68.2		0	0	0	0	0	7	105	0	84.2	70.1	68.4		72.1	0	0	1	46	0	0	87	0	15	96.6	84	98.9	86	65.2	22	0	1.1	1	133	115	7.7	8.9	1.58
Manny Jones	150951	WR	ALCORN ST	10	9.1	1	68.2	66.7	2	3	0	6.3	1	7	107	2	69.9	26.7	58.4		57.8	0	0	1	50	0	0	121	0	15	92.6	112	87.6	106	73.9	22	0	10.7	13	179	98	6.5	11.9	1.6
Jeremiah Lorick	104095	WR	WAGNER	7	8.7	2	77.3	100	2	2	0	0	0	9	338	0	84.7	70.8	65		67.2	0	0	0	25	0	0	124	2	17	94.4	117	94.4	117	120.1	22	1	5.6	7	203	70	4.1	11.9	1.74
Jamal Cooney	109599	WR	DARTMOUTH	9	11.5	0	68.2	75	3	4	0	16.7	3	9	148	0	45.4	81.9	63.5		63.7	0	0	0	47	0	0	114	1	15	96.5	110	23.7	27	97.9	22	0	76.3	87	206	50	3.3	13.7	1.87
Canyon Bauer	104076	WR	S DAK ST	15	14.2	0	40.9	40	2	5	0	25	3	7	292	0	35.9	68.7	52.2		50.9	0	0	0	36	0	0	296	1	9	97	287	6.1	18	65	22	0	93.9	278	152	41	4.6	16.9	0.53
Jaleel McLaughlin	138346	HB	YNGTOWN ST	10	-0.3	3	81.8	0	0	2	0	0	0	7	353	0	85.5	82.9	83.5	22	81.2	0	0	1	45	24.9	44	177	1	18	72.3	128	1.7	3	82.2	22	0	4	7	182	194	10.8	10.1	1.42
Anthony Smith	57429	HB	ABILENE CH	11	0.4	3	68.2	0	0	1	0	6.3	1	6	100	0	69.9	84	73.3	86.3	68.5	0	0	0	28	24.5	34	139	0	15	74.8	104	14.4	20	82.6	22	0	16.5	23	125	146	9.7	8.3	1.2
Jayden Waddell	139239	WR	DAVIDSON	11	10	0	77.3		0	0	0	5.6	1	8	149	0	72.8	70.8	71.2		73.4	0	0	1	35	0	0	75	2	17	92	69	20	15	78.6	22	0	80	60	164	63	3.7	9.6	2.38
Ernest Robertson	109670	WR	COLUMBIA	10	11	1	63.6	100	2	2	0	6.7	1	8	145	0	68.7	69.7	64.1		67.1	0	0	2	69	0	0	133	4	14	96.2	128	10.5	14	84.5	22	1	89.5	119	280	107	7.6	20	2.19
Daniel Thompson IV	105709	WR	TOWSON	9	11.1	0	31.8	25	1	4	0	41.7	5	4	317	0	12.7	66.7	49.6		48.4	0	0	0	49	0	0	132	0	7	97	128	16.7	22	64.8	22	1	83.3	110	111	54	7.7	15.9	0.87
Jamoi Mayes	129394	WR	CHATTNOOGA	11	13.6	0	68.2	0	0	3	0	6.3	1	11	137	0	69.9	69.2	67.9		67.7	0	0	0	41	0	0	102	0	15	97.1	99	92.2	94	106.3	22	0	7.8	8	250	88	5.9	16.7	2.53
Owen Cosenke	61075	TE	W CAROLINA	9	5.8	1	54.5	40	2	5	0	14.3	2	7	344	0	53.7	68.7	52.4	45.5	51.6	45.8	108	2	15	8.9	21	236	2	12	87.7	207	20.3	48	67.8	22	3	31.8	75	98	44	3.7	8.2	0.47
Jonathan Johnson	78081	WR	RICHMOND	8	11.7	0	50	42.9	3	7	0	35.3	6	6	276	0	17.8	68.5	52.1		51.5	1.3	2	1	30	0	0	149	0	11	96.6	144	28.9	43	48.3	22	0	69.8	104	124	39	3.5	11.3	0.86
Freddie Brock	142276	HB	MAINE	11	1.3	2	81.8		0	0	0	5.3	1	7	212	0	73.6	90	78.6	42.6	62.4	0.4	1	0	51	17.6	43	244	1	18	76.6	187	2.9	7	132.2	22	3	2.5	6	137	143	7.9	7.6	0.73
Griffin Helm	105729	WR	NEW HAMP	10	6.4	2	81.8	66.7	2	3	0	0	0	7	240	0	85.1	76.6	72.2		72.9	0	0	1	17	0	0	69	1	18	97.1	67	98.6	68	88.3	22	1	1.4	1	134	13	0.7	7.4	2
Evan Burkhart	131607	WR	CAL POLY	7	6.5	1	45.5	25	1	4	0	16.7	2	4	129	0	47.1	67.9	51.1		50.6	0	0	4	21	0	0	129	0	10	97.7	126	99.2	128	32.4	22	1	0.8	1	89	39	3.9	8.9	0.71
Hayden Meacham	79224	TE	WEBER ST	11	8.7	0	86.4	80	4	5	0	5	1	12	342	0	74.4	70.3	68.6	66	74.2	60.7	111	0	23	20.8	38	183	1	19	74.9	137	37.7	69	135.4	22	4	1.1	2	154	32	1.7	8.1	1.12
Nasir Smith	153952	HB	CENT CT ST	9	-1.4	6	86.4	0	0	1	0	0	0	7	133	1	85.5	66	72.4	51.8	61	0	0	0	17	19.9	36	181	0	19	77.3	140	0.6	1	83.7	22	0	1.1	2	90	133	7	4.7	0.64
Marcus Preston	138252	WR	N DAKOTA	9	12.8	0	45.5	0	0	5	0	16.7	2	6	249	0	47.1	67.9	54.6		53.8	0	0	3	19	0	0	137	0	10	97.1	133	29.2	40	21.4	22	0	70.8	97	111	27	2.7	11.1	0.83
Damani Wilks	141324	WR	DIXIE	9	10	0	50	50	1	2	0	21.4	3	5	1285	0	36.5	68.2	53.9		52.4	0	0	1	17	0	0	160	0	11	96.3	154	63.8	102	45.8	22	0	36.3	58	111	11	1	10.1	0.72
Carlos Washington Jr.	63268	HB	NEW HAMP	10	3	3	77.3	0	0	1	0	0	0	7	240	0	85.1	76.6	66.5	42.6	73.1	1.2	2	0	41	20.1	33	164	0	17	76.8	126	6.7	11	106.8	22	1	0	0	133	113	6.6	7.8	1.06
Mason Muir	149279	WR	BUCKNELL	7	12.9	0	63.6	60	3	5	0	6.7	1	7	125	0	69	69.4	66.1		66.6	0	0	0	26	0	0	109	1	14	95.4	104	7.3	8	114.2	22	2	92.7	101	152	32	2.3	10.9	1.46
Darius Lewis	123515	WR	ABILENE CH	9	5.5	3	77.3	66.7	2	3	0	5.6	1	9	100	0	71.9	70.6	78.2		79	0	0	1	46	0	0	69	1	17	97.1	67	94.2	65	115.7	22	2	5.8	4	200	124	7.3	11.8	2.99
Treyton Pickering	91429	TE	MONTANA ST	14	7.2	1	68.2	100	2	2	0	6.3	1	10	233	0	69.9	69.2	70.7	66.3	74.4	80.5	128	0	33	29.6	47	159	1	15	67.9	108	15.1	24	125	22	3	3.1	5	140	65	4.3	9.3	1.3
Terrence Smith	91749	HB	SAN DIEGO	11	0.1	3	77.3	0	0	1	0	15	3	7	283	0	49	67.3	72.5	69.7	57.8	0	0	0	22	19.2	41	214	1	17	77.6	166	0.9	2	92.8	22	0	2.3	5	139	145	8.5	8.2	0.84
Jabriel Johnson	102447	HB	MORGAN ST	10	-0.8	1	59.1	33.3	1	3	0	7.1	1	3	235	0	69	88.2	67.1	68.8	57.5	0	0	1	11	29	60	207	0	13	68.6	142	4.3	9	44.9	22	0	1	2	51	76	5.8	3.9	0.36
Tyler Neville	148889	TE	HARVARD	10	13	0	54.5	50	3	6	0	7.7	1	9	179	0	66.1	68.5	56.9	74.3	57.2	56.2	114	2	17	12.3	25	203	1	12	82.8	168	40.4	82	31.1	22	0	2.5	5	113	27	2.3	9.4	0.67
D'Ago Hunter	87740	WR	TOWSON	11	3	5	71.4	0	0	3	0	6.3	1	5	317	0	69.9	86.7	66.6	75.5	65.3	0	0	0	21	4.9	5	103	1	15	90.3	93	56.3	58	83.4	21	0	3.9	4	110	89	5.9	7.3	1.18
Wesley Eliodor	78814	WR	S DAKOTA	12	13	1	42.9	25	1	4	0	30.8	4	3	291	0	22.7	73.6	48.7		47.8	0	0	1	41	0	0	189	0	9	95.8	181	25.9	49	55.3	21	1	74.1	140	108	31	3.4	12	0.6
DreSean Kendrick	142417	HB	WM & MARY	9	3.3	2	57.1	0	0	1	0	14.3	2	4	348	0	53.9	56.6	60.2	57.6	63.6	6.3	6	1	26	6.3	6	96	0	12	84.4	81	33.3	32	44.9	21	0	8.3	8	76	61	5.1	6.3	0.94
Joey Isabella	142453	WR	DUQUESNE	9	8.4	1	57.1	100	1	1	0	0	0	5	155	0	82.7	35.3	58.6		59.2	0	0	1	15	0	0	102	1	12	86.3	88	98	100	60.6	21	1	2	2	75	40	3.3	6.3	0.85
LJ Robinson	142545	WR	MERRIMACK	9	7.7	8	57.1	0	0	4	0	7.7	1	6	385	0	66.1	68.5	57.7		57.7	0	0	0	35	0	0	177	0	12	96	170	1.7	3	108.8	21	2	98.3	174	138	81	6.8	11.5	0.81
Taymon Cooke	83284	WR	NC A&T	10	10.5	1	71.4	33.3	1	3	0	6.3	1	7	246	0	69.9	72	68		64.9	0	0	0	58	0	0	96	1	15	94.8	91	97.9	94	115	21	1	2.1	2	189	83	5.5	12.6	2.08
Nick Rice	111137	HB	STTHOM	10	1.8	1	57.1		0	0	0	0	0	5	1129	0	82.2	82	75.4	64.7	80.1	8.1	10	0	32	42.3	52	123	1	12	53.7	66	1.6	2	91.2	21	1	0	0	129	112	9.3	10.8	1.95
Mason Gilbert	143093	TE	LAFAYETTE	10	3.7	1	81	0	0	1	0	0	0	6	203	0	84.7	69.7	63.6	68.7	62	69.5	139	1	20	12.5	25	200	1	17	86	172	20	40	73.4	21	0	4.5	9	134	76	4.5	7.9	0.78
Charlie Maxwell	143253	WR	VALPO	9	8.2	1	57.1	0	0	1	0	20	3	4	332	0	38.6	50	67.1		62.9	0	0	0	18	0	0	66	0	12	92.4	61	92.4	61	84.2	21	1	4.5	3	94	85	7.1	7.8	1.54
Justin Jasper	84383	WR	RICHMOND	10	10.6	0	47.6	0	0	5	0	9.1	1	5	276	2	62.9	11.3	47.4		48.4	0	0	1	15	0	0	180	2	10	96.7	174	18.3	33	38.2	21	0	81.7	147	82	16	1.6	8.2	0.47
Zachary Targoff	108741	WR	BROWN	10	9.1	2	61.9	50	3	6	0	13.3	2	7	123	0	55.5	69.4	64.7	71.9	65.6	3.5	4	0	31	2.6	3	114	1	13	93.9	107	86	98	99.7	21	1	10.5	12	152	47	3.6	11.7	1.42
Travis Theis	104837	HB	S DAKOTA	11	-1.7	2	85.7	0	0	1	0	5.3	1	8	291	1	72.8	80.8	81.8	77.7	56.8	0	0	0	23	34.7	61	176	0	18	63.6	112	6.8	12	97	21	0	0.6	1	153	202	11.2	8.5	1.37
Jaylon Jackson	139386	HB	LAMAR	10	0.2	5	57.1	0	0	2	0	7.7	1	4	204	0	53.7	72	65.7	20.6	62.5	0	0	1	33	3.8	5	131	0	12	93.1	122	5.3	7	54.1	21	0	5.3	7	122	138	11.5	10.2	1
JJ Howland	106640	TE	YALE	10	10	3	76.2	0	0	1	0	0	0	6	352	0	70.9	69.5	62.9	75.1	64	61.4	102	1	74	12	20	166	1	16	82.5	137	34.9	58	124.7	21	2	3.6	6	238	121	7.6	14.9	1.74
Bryson Deming	63758	TE	ILL STATE	9	12	0	61.9	100	2	2	0	18.8	3	7	188	0	41.1	68.7	65.2	70.6	63.1	72.8	99	0	43	6.6	9	136	2	13	89.7	122	25.7	35	119.7	21	2	0.7	1	173	38	2.9	13.3	1.42
Javon Williams Jr.	87540	HB	S ILLINOIS	13	-0.8	3	85.7	100	1	1	0	0	0	5	295	1	85.1	61.9	77.3	66.1	82.9	0	0	0	19	7.6	8	105	0	18	76.2	80	9.5	10	89.5	21	0	6.7	7	115	139	7.7	6.4	1.44
Jerry Howard Jr.	62941	HB	TOWSON	11	1.7	6	71.4	100	1	1	0	11.8	2	8	317	1	57.3	66.9	75.4	69.3	51.7	1.6	4	1	22	40.9	101	247	1	15	57.5	142	0.8	2	82.6	21	1	0	0	126	92	6.1	8.4	0.89
Lance Lawson	87591	WR	SO UTAH	4	8	0	57.1	50	2	4	0	14.3	2	7	298	0	51.7	74.2	62.2	62.1	63.1	0	0	2	28	1.2	1	83	1	12	90.4	75	69.9	58	37.7	21	0	28.9	24	139	40	3.3	11.6	1.85
Everett Wormley	61613	WR	CENT CT ST	6	14.2	0	52.4	60	3	5	0	0	0	6	133	0	82.2	68.5	61.1		61.8	0	0	0	50	0	0	130	0	11	96.2	125	50	65	109.4	21	2	50	65	161	19	1.7	14.6	1.29
Jordan DeLucia	148658	HB	BROWN	10	-0.3	5	76.2		0	0	0	5.9	1	8	123	0	70.9	51.5	65.4	72.9	78.5	0	0	0	40	41.6	62	149	0	16	55	82	6.7	10	96.7	21	0	0	0	157	202	12.6	9.8	1.91
Dorrell James	60905	TE	GRAMBLING	11	11.5	1	42.9	0	0	1	0	18.2	2	5	177	0	44.3	68.7	41.5	61.2	50.4	98.6	209	0	17	17.9	38	212	1	9	77.4	164	1.4	3	89.2	21	2	0	0	99	26	2.9	11	0.6
Dajuan Fields	149411	WR	LEHIGH	7	10.1	1	42.9	0	0	1	0	10	1	3	205	0	61	71.3	57.6		56.9	0	0	0	49	0	0	85	0	9	97.6	83	94.1	80	61.4	21	0	4.7	4	119	117	13	13.2	1.43
Alex Snyder	88692	TE	LEHIGH	7	5	1	52.4	25	1	4	0	15.4	2	6	205	0	51.7	68.5	53.6	50.8	55	69.3	133	1	16	28.1	54	192	2	11	70.3	135	24	46	58.6	21	1	5.7	11	85	53	4.8	7.7	0.63
Hayden Hatten	102500	WR	IDAHO	3	10.3	4	71.4	80	4	5	0	6.3	1	9	185	0	69.9	69.2	70.4		70.3	3.9	4	0	71	0	0	103	0	15	98.1	101	20.4	21	143.8	21	3	75.7	78	215	91	6.1	14.3	2.13
Luke Brenner	149501	WR	DAYTON	10	19.9	0	52.4	42.9	3	7	0	15.4	2	8	150	1	49.5	21.7	72.7		72.1	0	0	0	57	0	0	73	0	11	98.6	72	30.1	22	129.6	21	2	69.9	51	273	40	3.6	24.8	3.79
Metrius Fleming	105030	WR	TENN TECH	7	11.9	0	52.4	66.7	2	3	0	21.4	3	8	309	0	36.2	71.2	54.4		57	0	0	0	23	0	0	131	2	11	96.9	127	10.7	14	69.5	21	0	89.3	117	120	37	3.4	10.9	0.94
Jackson Hawes	109374	TE	YALE	10	12.6	2	61.9	33.3	2	6	0	7.1	1	5	352	0	67.5	68.7	58.8	72.3	55.1	54.1	113	0	41	13.4	28	209	0	13	82.8	173	42.6	89	96.3	21	1	3.3	7	135	53	4.1	10.4	0.78
Dylan Fluellen	150132	WR	NWSTATE	8	5.2	1	76.2	100	2	2	0	5.9	1	9	257	0	70.9	69.5	69.8		68.8	0	0	0	21	0	0	83	0	16	95.2	79	94	78	92	21	0	6	5	133	38	2.4	8.3	1.68
Zack Bair	109164	HB	DARTMOUTH	9	2.8	6	90.5	100	1	1	0	5	1	9	148	0	73.8	43.7	73.5	63.5	70.2	0	0	0	41	11.1	17	153	1	19	87.6	134	8.5	13	138.5	21	2	9.2	14	202	162	8.5	10.6	1.51
Brennon Tibbs	41252	WR	SM HOUSTON	12	9.1	3	76.2	0	0	2	0	5.9	1	10	281	0	70.9	69.5	59		59.5	0	0	3	41	0	0	157	2	16	96.2	151	79	124	80.8	21	1	21	33	196	67	4.2	12.3	1.3
Isiah Macklin	40955	TE	NC CENT	8	9	3	57.1	50	1	2	0	20	3	8	247	0	43.3	69	51.4	54.7	57	59.2	103	0	30	9.8	17	174	2	12	85.1	148	37.9	66	80.5	21	0	0.6	1	155	63	5.3	12.9	1.05
Donnavan Spencer	40715	HB	S ILLINOIS	11	-0.6	6	76.2	0	0	1	0	5.9	1	6	295	0	70.9	86.3	69.8	42.2	59.8	0	0	0	19	25	45	180	0	16	74.4	134	11.1	20	86	21	0	3.9	7	103	122	7.6	6.4	0.77
RaJa Nelson	125301	WR	N DAK ST	15	7.8	0	66.7		0	0	0	12.5	2	4	250	0	55.5	72.8	59.3		57	0	0	0	17	0	0	118	0	14	98.3	116	65.3	77	96.5	21	1	34.7	41	116	31	2.2	8.3	1
Niko Duffey	102389	HB	ALCORN ST	11	0.1	1	85.7		0	0	0	5.3	1	8	107	0	74.4	72.7	71.5	56.2	71.6	0.5	1	0	19	17.8	39	219	0	18	76.7	168	3.2	7	106.5	21	1	0.5	1	121	123	6.8	6.7	0.72
Cameron Young	120877	WR	ALAB A&M	10	10	1	42.9	0	0	1	0	18.2	2	6	104	0	47.1	73	52.9	67.9	53.6	0	0	1	14	0.7	1	138	0	9	94.9	131	84.8	117	32.4	21	0	12.3	17	73	35	3.9	8.1	0.56
Brian Jenkins Jr.	78875	WR	ALAB A&M	4	5.6	5	71.4		0	0	0	16.7	3	11	104	0	47.2	76.4	75.5		73.1	0	0	1	36	0	0	95	0	15	93.7	89	94.7	90	101.5	21	1	3.2	3	221	118	7.9	14.7	2.48
Gabe Douglas	136870	WR	TARLETON	5	21.3	0	45	25	1	4	0	10	1	3	401	0	61	67.5	61		61	0	0	1	47	0	0	59	1	9	91.5	54	6.8	4	60	20	1	93.2	55	118	18	2	13.1	2.19
Barry Robertson III	143331	WR	MS VLY ST	6	8.5	0	40	44.4	4	9	0	20	2	4	228	0	41.2	67.1	56		56.3	0	0	1	19	0	0	95	1	8	95.8	91	3.2	3	31	20	0	96.8	92	79	17	2.1	9.9	0.87
Spencer Gilliam	87685	WR	HOLY CROSS	4	9.2	0	75	66.7	2	3	0	0	0	7	181	0	84.7	70.7	65.6		65.4	0	0	0	28	0	0	96	2	15	93.8	90	96.9	93	129.8	20	2	3.1	3	153	36	2.4	10.2	1.7
Yancy Washington	105660	TE	SCAR STATE	12	8.2	4	55	40	2	5	0	8.3	1	5	290	0	66.1	68.5	65.9	71.5	56.1	95.3	282	0	24	48	142	296	1	11	51.4	152	2.4	7	83.1	20	1	1.7	5	89	47	4.3	8.1	0.59
Randy Fizer	155524	WR	WAGNER	9	15.3	1	35	0	0	1	1	30	3	3	338	0	25.3	69.6	52.2		52.8	0	0	1	82	0	0	134	3	7	96.3	129	4.5	6	54.6	20	1	95.5	128	132	82	11.7	18.9	1.02
Jared Cooper	102394	HB	BUCKNELL	10	1.1	4	70	66.7	2	3	0	6.7	1	5	125	0	68.7	89.2	68.3	80.1	56.6	0	0	1	28	33.5	59	176	0	14	63.6	112	8.5	15	56.3	20	0	11.4	20	80	93	6.6	5.7	0.71
Haze Hadley	104101	WR	WEBER ST	11	8.3	4	65	75	3	4	0	18.8	3	7	342	0	41.1	76.8	65.7		65	0	0	0	53	0	0	82	0	13	95.1	78	84.1	69	110.2	20	1	14.6	12	179	73	5.6	13.8	2.29
Jaylon Brown	155276	WR	ROB MORRIS	10	8.2	2	75	66.7	2	3	0	11.8	2	11	277	0	57.1	69.2	63.1		63	0	0	0	46	0	0	147	0	15	93.9	138	17	25	128.1	20	1	83	122	225	116	7.7	15	1.63
Dylan Smith	104047	TE	ROB MORRIS	8	9.6	1	50	0	0	2	1	9.1	1	6	277	0	64.9	68.2	43.8	33.9	50.4	47	110	1	16	7.7	18	234	2	10	87.6	205	49.1	115	43.1	20	0	3	7	97	34	3.4	9.7	0.47
Will Haigler	78808	WR	KENNESAW	12	15	1	55	100	2	2	0	15.4	2	8	200	0	49.5	69	58.5	63.4	57.1	1.7	2	1	32	0.9	1	116	0	11	96.6	112	13.8	16	60	20	0	84.5	98	158	24	2.2	14.4	1.41
Kacper Rutkiewicz	102612	WR	ILL STATE	9	9.2	6	55	0	0	3	0	8.3	1	7	188	0	64.9	31.3	60.3		62.5	0	0	3	33	0	0	132	0	11	95.5	126	98.5	130	41.7	20	0	1.5	2	160	78	7.1	14.5	1.27
Elijah Dotson	57394	HB	SACRAMENTO	4	-2.1	2	90		0	0	0	5.3	1	3	279	0	73	78.8	66.4	46.3	60.1	0	0	0	19	12.2	17	139	0	18	83.5	116	28.1	39	89.4	20	0	6.5	9	109	171	9.5	6.1	0.94
LaDarius Owens	105591	HB	TEXAS STHN	9	-0.7	7	80		0	0	0	15.8	3	4	313	0	49	86.7	77.5	33.5	63	0	0	0	24	36.1	60	166	1	16	60.2	100	10.2	17	108.1	20	1	0	0	119	143	8.9	7.4	1.19
Braylon Henderson	109500	WR	N DAK ST	15	8.6	1	80	100	1	1	0	5.9	1	11	250	0	70.9	72	66.7		66.7	0	0	1	23	0	0	115	1	16	99.1	114	79.1	91	74.8	20	0	20.9	24	139	44	2.8	8.7	1.22
Aaron Dawson	62013	HB	CENT CT ST	9	1.7	1	80	0	0	1	0	11.1	2	7	133	0	58.6	74.2	61.1	15.7	63.9	0	0	0	36	10.2	16	157	0	16	84.1	132	3.2	5	103.1	20	0	2.5	4	175	148	9.3	10.9	1.33
Evan Fairs	22869	WR	PRVIEW A&M	9	9.6	1	65	33.3	1	3	0	18.8	3	10	270	0	41.1	68.7	59.9		58.1	0	0	0	63	0	0	193	0	13	97.9	189	21.2	41	139	20	2	78.8	152	237	110	8.5	18.2	1.25
Sergio Morancy	148191	WR	N IOWA	7	15.9	0	40	50	4	8	0	27.3	3	6	255	0	20.6	67.1	55.8	70.4	56.1	0.8	1	0	31	1.6	2	127	1	8	92.9	118	11.8	15	77.9	20	1	87.4	111	124	17	2.1	15.5	1.05
Ron Tiavaasue	138227	TE	MO STATE	12	6.1	8	70	50	1	2	0	6.7	1	10	230	0	69	69	57.7	38.4	55.8	98.3	283	0	41	14.6	42	288	2	14	82.3	237	1	3	129.8	20	2	0.3	1	173	117	8.4	12.4	0.73
Kevon Latulas	122755	HB	MO STATE	12	6.9	4	65	0	0	1	0	13.3	2	7	230	0	53.7	71.9	68.5	54	56.9	0.5	1	0	69	18.4	38	206	0	13	79.1	163	2.4	5	132.1	20	3	3.4	7	174	140	10.8	13.4	1.07
